id,title,major_streaming_providers,is_on_major_streaming
371645,Hunt for the Wilderpeople,[],False
241259,Alice Through the Looking Glass,[],False
343611,Jack Reacher: Never Go Back,[],False
381284,Hidden Figures,[],False
153518,The Angry Birds Movie,['Netflix'],True
363676,Sully,[],False
310307,The Founder,[],False
334533,Captain Fantastic,[],False
259316,Fantastic Beasts and Where to Find Them,[],False
308266,War Dogs,[],False
291870,Dirty Grandpa,[],False
299687,The 5th Wave,[],False
277834,Moana,[],False
290595,The Huntsman: Winter's War,[],False
300669,Don't Breathe,[],False
291805,Now You See Me 2,[],False
121856,Assassin's Creed,[],False
302156,Criminal,[],False
136799,Trolls,['Netflix'],True
324668,Jason Bourne,[],False
333371,10 Cloverfield Lane,['Amazon Prime Video'],True
223702,Sausage Party,['Netflix'],True
313297,Kubo and the Two Strings,['Netflix'],True
369299,Don't Blame the Kid,[],False
333484,The Magnificent Seven,[],False
205584,Gods of Egypt,[],False
267860,London Has Fallen,['Netflix'],True
378064,A Silent Voice: The Movie,[],False
306947,The Invitation,['Amazon Prime Video'],True
303858,Money Monster,[],False
262504,Allegiant,[],False
267935,The BFG,[],False
302401,Snowden,[],False
289269,Lady Bloodfight,['Amazon Prime Video'],True
330459,Rogue One: A Star Wars Story,[],False
376867,Moonlight,[],False
397243,The Autopsy of Jane Doe,['Netflix'],True
356305,Why Him?,['Hulu'],True
43074,Ghostbusters,[],False
283378,Fallen,[],False
407375,Sniper: Ghost Shooter,[],False
146198,Triple 9,[],False
375794,No Manches Frida,['Amazon Prime Video'],True
303991,Demolition,[],False
366170,Yu-Gi-Oh!: The Dark Side of Dimensions,['Amazon Prime Video'],True
372519,The Ten Commandments: The Movie,[],False
309886,Blood Father,['Amazon Prime Video'],True
168098,Cell,['Amazon Prime Video'],True
258489,The Legend of Tarzan,[],False
290250,The Nice Guys,[],False
369885,Allied,[],False
47933,Independence Day: Resurgence,[],False
351819,Fifty Shades of Black,[],False
270774,Skiptrace,['Amazon Prime Video'],True
378018,The Void,[],False
339984,Miracles from Heaven,[],False
332210,Storks,['Netflix'],True
188927,Star Trek Beyond,[],False
340666,Nocturnal Animals,[],False
332567,The Shallows,[],False
286567,Max Steel,[],False
271969,Ben-Hur,[],False
334541,Manchester by the Sea,['Amazon Prime Video'],True
364116,The Other Side of the Door,[],False
345920,Collateral Beauty,[],False
391757,Never Back Down: No Surrender,[],False
283552,The Light Between Oceans,[],False
376659,Bad Moms,[],False
58431,Pride and Prejudice and Zombies,[],False
334543,Lion,[],False
346685,The Girl on the Train,[],False
354282,Science Fiction Volume One: The Osiris Child,[],False
335796,Ouija: Origin of Evil,['Netflix'],True
293670,The Wailing,['Netflix'],True
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",['Netflix'],True
262841,Monster Trucks,[],False
368940,Robinson Crusoe,['Amazon Prime Video'],True
389053,The Do-Over,['Netflix'],True
259694,How to Be Single,['Netflix'],True
353326,The Man Who Knew Infinity,[],False
416148,Rocco,[],False
359412,Marauders,[],False
308453,The Bronze,[],False
393457,Fences,[],False
342473,Ballerina,[],False
388399,Patriots Day,['Netflix'],True
270487,"Hail, Caesar!",[],False
308529,Kickboxer: Vengeance,[],False
207932,Inferno,[],False
387893,Ice Age: The Great Egg-Scapade,[],False
300667,3 Generations,[],False
360606,Adventures in Babysitting,[],False
291328,Rules Don't Apply,[],False
321258,The Boy,[],False
345911,Lights Out,[],False
296524,Deepwater Horizon,[],False
323675,Ride Along 2,[],False
381890,The Mermaid,[],False
369557,Sing Street,['Netflix'],True
294272,Pete's Dragon,[],False
339396,True Memoirs of an International Assassin,['Netflix'],True
300673,The Finest Hours,[],False
325133,Neighbors 2: Sorority Rising,[],False
301804,Before I Wake,['Netflix'],True
355008,Special Correspondents,['Netflix'],True
302688,My Big Fat Greek Wedding 2,['Netflix'],True
68730,Silence,[],False
407655,A Cinderella Story: If the Shoe Fits,[],False
274870,Passengers,[],False
288171,Blue Mountain State: The Rise of Thadland,"['Netflix', 'Amazon Prime Video']",True
338766,Hell or High Water,[],False
258230,A Monster Calls,['Amazon Prime Video'],True
366924,Batman: Bad Blood,[],False
402331,Hard Target 2,[],False
353069,Mother's Day,[],False
315011,Shin Godzilla,[],False
301365,The Neon Demon,['Amazon Prime Video'],True
341006,The Belko Experiment,[],False
359483,Adidas Vs. Puma: The Brother's Feud,['Amazon Prime Video'],True
354859,The Promise,[],False
328387,Nerve,['Amazon Prime Video'],True
347126,God's Not Dead 2,[],False
316023,Mike and Dave Need Wedding Dates,[],False
325789,The Infiltrator,['Netflix'],True
354216,The Devil's Candy,[],False
267193,Grimsby,[],False
333669,Bastille Day,['Netflix'],True
301608,The Trust,[],False
369883,Middle School: The Worst Years of My Life,[],False
109453,Mothers and Daughters,[],False
359784,Maudie,[],False
331313,Keeping Up with the Joneses,[],False
351339,Anthropoid,[],False
420245,Don't Knock Twice,[],False
360814,Dangal,[],False
367206,Sword Master,[],False
355066,Bad Cat,[],False
379170,Sherlock: The Abominable Bride,[],False
374205,One Piece Film: GOLD,['Netflix'],True
360249,The Last King,[],False
396263,GANTZ:O,[],False
385736,Kicks,[],False
316152,Free State of Jones,['Netflix'],True
305943,A Kind of Murder,['Hulu'],True
341012,Popstar: Never Stop Never Stopping,[],False
334524,Gold,[],False
356334,Gridlocked,['Netflix'],True
324670,Spectral,['Netflix'],True
298583,All Roads Lead to Rome,['Amazon Prime Video'],True
313922,Green Room,[],False
333386,The Duel,[],False
293767,Billy Lynn's Long Halftime Walk,[],False
412520,Sex Doll,[],False
301348,Elvis & Nixon,['Amazon Prime Video'],True
337556,Emerald Green,[],False
353979,Pet,['Amazon Prime Video'],True
525686,Mi prima la sexóloga,[],False
356298,Don't Think Twice,[],False
409502,I'm Not Ashamed,[],False
335791,When the Bough Breaks,[],False
373314,Misconduct,['Amazon Prime Video'],True
382190,Pokémon the Movie: Volcanion and the Mechanical Marvel,[],False
339526,The Land Before Time XIV: Journey of the Brave,[],False
377897,Barbie: Spy Squad,[],False
363111,Wolves at the Door,[],False
298584,Cabin Fever,[],False
352186,Good Kids,[],False
324560,Brimstone,['Amazon Prime Video'],True
318121,The Fundamentals of Caring,['Netflix'],True
363579,The Age of Shadows,[],False
376660,The Edge of Seventeen,[],False
364433,They Call Me Jeeg,['Amazon Prime Video'],True
297806,I Saw the Light,[],False
291356,In a Valley of Violence,[],False
411736,Batman: Return of the Caped Crusaders,[],False
421313,Eliminators,[],False
371449,Other People,['Amazon Prime Video'],True
361159,Navy Seals vs. Zombies,['Amazon Prime Video'],True
338964,Bad Santa 2,[],False
381341,Perfect Strangers,[],False
277710,Anesthesia,[],False
245913,Pelé: Birth of a Legend,[],False
369300,The Limehouse Golem,[],False
345009,Mine,['Netflix'],True
348668,A Conspiracy of Faith,[],False
364051,The Innocents,['Amazon Prime Video'],True
290825,Yoga Hosers,[],False
413543,Dear Zindagi,['Netflix'],True
380124,Boo! A Madea Halloween,[],False
370755,Paterson,['Amazon Prime Video'],True
310119,Last Days in the Desert,['Amazon Prime Video'],True
384682,Office Christmas Party,[],False
331583,The Whole Truth,['Amazon Prime Video'],True
348677,The Model,[],False
334517,The Siege of Jadotville,['Netflix'],True
326423,Barbershop: The Next Cut,['Amazon Prime Video'],True
472516,The Moment You Fall in Love,[],False
404378,A Street Cat Named Bob,[],False
347689,Pee-wee's Big Holiday,['Netflix'],True
376570,Hush,[],False
372411,Absolutely Fabulous: The Movie,[],False
384798,Kill Command,['Amazon Prime Video'],True
276905,Norm of the North,[],False
332872,Julieta,[],False
376290,Miss Sloane,[],False
329833,Zoolander 2,['Amazon Prime Video'],True
375366,The Girl with All the Gifts,[],False
291351,The Sea of Trees,[],False
284564,31,['Amazon Prime Video'],True
355506,Siren,[],False
369698,Viking,['Amazon Prime Video'],True
368031,Friend Request,['Amazon Prime Video'],True
184341,Hands of Stone,['Netflix'],True
403605,Headshot,['Netflix'],True
438463,Mother,['Amazon Prime Video'],True
345925,Rupture,['Amazon Prime Video'],True
410988,The Stakelander,['Amazon Prime Video'],True
382322,Batman: The Killing Joke,[],False
319888,Eddie the Eagle,[],False
369202,Lake Bodom,[],False
322240,Nine Lives,[],False
379291,Justice League vs. Teen Titans,[],False
351242,The Intervention,[],False
394374,At the End of the Tunnel,[],False
420260,The Drowning,[],False
347026,A United Kingdom,[],False
363841,Guernica,['Amazon Prime Video'],True
369778,Chocolat,[],False
381693,Kung Fu Panda: Secrets of the Scroll,[],False
270007,Take Down,['Amazon Prime Video'],True
413337,Girl in the Box,[],False
372754,Dou kyu sei – Classmates,[],False
332794,The Odyssey,['Amazon Prime Video'],True
346134,Miss Stevens,[],False
342737,20th Century Women,[],False
315664,Florence Foster Jenkins,[],False
382892,Paris 05:59 / Théo & Hugo,[],False
294795,The 9th Life of Louis Drax,[],False
336011,White Girl,['Netflix'],True
353571,Tallulah,['Netflix'],True
323676,The Boss,[],False
339408,The Birth of a Nation,[],False
308409,The Commune,[],False
291264,The Family Fang,[],False
331962,Exposed,[],False
347031,Swiss Army Man,[],False
340945,USS Indianapolis: Men of Courage,['Amazon Prime Video'],True
318850,The Young Messiah,[],False
310888,Southside with You,[],False
332979,Bleed for This,[],False
407559,I Am the Pretty Thing That Lives in the House,['Netflix'],True
394759,Sheep & Wolves,['Amazon Prime Video'],True
312669,Maggie's Plan,[],False
371560,The Eyes of My Mother,[],False
360030,Lo and Behold: Reveries of the Connected World,[],False
413052,Hacker,[],False
377448,The Rocky Horror Picture Show: Let's Do the Time Warp Again,[],False
417047,Barbie & Her Sisters in a Puppy Chase,[],False
351211,Blair Witch,[],False
374052,The Love Witch,[],False
360365,Tini: The New Life of Violetta,[],False
323262,Holidays,[],False
369524,The Comedian,[],False
376866,Jackie,[],False
434873,It Stains the Sands Red,['Amazon Prime Video'],True
311667,Manhattan Night,['Amazon Prime Video'],True
410117,Lady Macbeth,[],False
376581,Amateur Night,['Amazon Prime Video'],True
293452,The Disappointments Room,['Amazon Prime Video'],True
348089,Grease Live,[],False
361777,Smoke & Mirrors,[],False
408381,Monolith,['Amazon Prime Video'],True
370978,"Kiki, Love to Love",[],False
335778,Risen,[],False
357786,Kizumonogatari Part 1: Tekketsu,[],False
276624,I Am a Hero,[],False
259695,Live by Night,[],False
410199,ARQ,['Netflix'],True
369697,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,[],False
369552,L.O.R.D: Legend of Ravaging Dynasties,[],False
334522,Alone in Berlin,[],False
366514,Up for Love,[],False
408355,Throne of Elves,['Amazon Prime Video'],True
277839,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",[],False
413279,Team Thor,[],False
356842,The Ones Below,[],False
336455,Viral,['Netflix'],True
315880,Correspondence,[],False
234004,Ratchet & Clank,[],False
342521,Keanu,[],False
351809,To Steal from a Thief,[],False
352695,Joshy,['Amazon Prime Video'],True
414719,Interrogation,['Amazon Prime Video'],True
352490,This Beautiful Fantastic,['Amazon Prime Video'],True
399173,The Assignment,['Amazon Prime Video'],True
407887,Operation Chromite,[],False
374607,Love on the Sidelines,[],False
377264,Morgan,[],False
388440,The Curse of Sleeping Beauty,['Amazon Prime Video'],True
337674,Elle,[],False
323677,Race,['Netflix'],True
367613,The Night My Mother Killed My Father,[],False
344041,Standoff,['Amazon Prime Video'],True
279641,Whiskey Tango Foxtrot,['Amazon Prime Video'],True
95610,Bridget Jones's Baby,[],False
366568,Four Against the Bank,[],False
328111,The Secret Life of Pets,['Netflix'],True
353728,Closet Monster,[],False
332721,Dad's Army,[],False
413770,Ethel & Ernest,[],False
317557,Queen of Katwe,['Amazon Prime Video'],True
352492,XOXO,['Netflix'],True
346651,Pandemic,[],False
374461,Mr. Church,[],False
364690,Natural Selection,[],False
428948,Infinity Chamber,['Amazon Prime Video'],True
413736,Monster High: Welcome to Monster High,[],False
332411,I Am Wrath,[],False
368942,A Quiet Passion,['Amazon Prime Video'],True
376812,Sultan,['Amazon Prime Video'],True
421928,Luck-Key,[],False
340674,Dark Crimes,['Amazon Prime Video'],True
408866,RE:BORN,[],False
337703,The Red Turtle,[],False
378108,In This Corner of the World,['Amazon Prime Video'],True
413658,The Warriors Gate,[],False
326285,American Pastoral,['Amazon Prime Video'],True
369776,The Tuche Family: The American Dream,[],False
291413,Within,[],False
347123,All the Way,[],False
382598,Full Speed,[],False
330483,The Choice,['Amazon Prime Video'],True
392536,LEGO Scooby-Doo! Haunted Hollywood,[],False
333385,Mr. Right,[],False
377587,Meet the Blacks,['Amazon Prime Video'],True
382272,Death Note: Light Up the NEW World,[],False
330070,Terra Formars,[],False
378385,Jarhead 3: The Siege,[],False
332285,Antibirth,[],False
352498,First Girl I Loved,[],False
374856,Detective Conan: The Darkest Nightmare,[],False
362584,Kizumonogatari Part 2: Nekketsu,[],False
393519,Raw,[],False
413471,The Late Bloomer,['Amazon Prime Video'],True
360029,Into the Inferno,['Netflix'],True
412766,Sam Was Here,[],False
387801,The Untamed,[],False
385737,Always Shine,[],False
365995,Inside,['Amazon Prime Video'],True
329981,Shut In,[],False
415749,Barbie: Star Light Adventure,[],False
410718,Before the Flood,[],False
371865,Slack Bay,[],False
306966,Summer Camp,[],False
374617,Imperium,[],False
257345,The Darkness,[],False
428142,Fate/Grand Order: First Order,[],False
316021,Frank & Lola,[],False
355254,De Palma,[],False
368993,Mascots,['Netflix'],True
411221,Ozzy,['Amazon Prime Video'],True
340677,I.T.,[],False
353433,Urge,['Amazon Prime Video'],True
334538,Into the Forest,[],False
415132,Ares,[],False
278925,Broken Vows,['Amazon Prime Video'],True
394723,The Red Thread,[],False
329440,The Forest,[],False
429450,Pandora,['Netflix'],True
376453,Operation Avalanche,[],False
257440,Term Life,[],False
415358,Pink,[],False
333667,Rock Dog,['Amazon Prime Video'],True
364615,Toro,['Netflix'],True
369781,Public Friends,[],False
241258,Incarnate,[],False
371738,Looking: The Movie,[],False
347881,The Confirmation,['Amazon Prime Video'],True
381034,I Am Not a Serial Killer,[],False
374475,Toni Erdmann,[],False
347751,13 Cameras,['Amazon Prime Video'],True
410876,Tell Me How I Die,[],False
362703,Diablo,['Amazon Prime Video'],True
373072,Tickled,['Netflix'],True
333663,War on Everyone,['Amazon Prime Video'],True
354979,Dog Eat Dog,[],False
339994,The Good Neighbor,['Amazon Prime Video'],True
423377,Sugar Mountain,['Amazon Prime Video'],True
393559,My Life as a Zucchini,[],False
383121,Kindergarten Cop 2,[],False
332718,Bilal: A New Breed of Hero,['Amazon Prime Video'],True
358725,Saint Amour,[],False
408537,The Distinguished Citizen,[],False
389165,Code 8,[],False
421632,I'll Be Home for Christmas,[],False
373476,Complete Unknown,['Amazon Prime Video'],True
409297,A Dark Song,[],False
396330,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,[],False
339397,Café Society,['Amazon Prime Video'],True
360737,Center of My World,[],False
378200,The Perfect Match,[],False
339792,David Brent: Life on the Road,['Netflix'],True
429101,Anti Matter,['Amazon Prime Video'],True
352162,From Afar,[],False
338189,It's Only the End of the World,[],False
404022,Jim Jefferies: Freedumb,['Netflix'],True
393445,Ae Dil Hai Mushkil,"['Netflix', 'Amazon Prime Video']",True
355277,Born in China,[],False
357424,Almost Adults,[],False
412924,Supersonic,[],False
370765,Jessica Darling's It List,[],False
375867,Paris Can Wait,[],False
339419,Loving,[],False
213681,Masterminds,[],False
376228,Audrie & Daisy,['Netflix'],True
375355,Don't Hang Up,['Amazon Prime Video'],True
410314,A Wish for Christmas,[],False
325302,They Look Like People,[],False
414768,The Julius House: An Aurora Teagarden Mystery,[],False
401698,Hidden Kisses,[],False
359871,My Scientology Movie,['Hulu'],True
370178,Scare Campaign,[],False
393729,Divines,['Netflix'],True
267192,Genius,[],False
406429,League of Gods,[],False
382512,LEGO DC Comics Super Heroes: Justice League - Cosmic Clash,[],False
410126,Patient Seven,[],False
270010,A Hologram for the King,[],False
342464,Jack of the Red Hearts,['Amazon Prime Video'],True
417028,The Swap,[],False
422469,I Am Bolt,[],False
427342,Panfilov's 28 Men,['Amazon Prime Video'],True
375315,The Salesman,['Amazon Prime Video'],True
428099,"My Tomorrow, Your Yesterday",[],False
256569,Trespass Against Us,[],False
368596,Back in the Day,[],False
352890,Morris from America,[],False
412209,Tramps,['Netflix'],True
380565,Home Invasion,[],False
340402,Almost Christmas,"['Amazon Prime Video', 'Hulu']",True
295699,Everybody Wants Some!!,['Amazon Prime Video'],True
377263,Frantz,['Amazon Prime Video'],True
390734,Kingsglaive: Final Fantasy XV,[],False
316000,Miles Ahead,[],False
414610,Stalked by My Doctor: The Return,['Amazon Prime Video'],True
351454,Neruda,[],False
237584,Mojave,[],False
359538,The Canterville Ghost,[],False
391629,Baaghi,['Netflix'],True
336445,Army of One,['Amazon Prime Video'],True
337154,The Meddler,[],False
395763,In the Shadow of Iris,[],False
424632,Until Forever,[],False
328429,Approaching the Unknown,[],False
366696,The Red Pill,[],False
412519,Honey 3: Dare to Dance,[],False
334532,100 Streets,[],False
347882,Sleight,[],False
382591,Two Is a Family,[],False
374671,After the Storm,[],False
347757,Worry Dolls,[],False
429918,Survival Family,[],False
331392,Eloise,['Amazon Prime Video'],True
390582,Here Alone,[],False
382399,High Strung,['Amazon Prime Video'],True
391698,The Beatles: Eight Days a Week - The Touring Years,['Hulu'],True
402446,Edge of Winter,[],False
358807,The Fits,[],False
348390,Confirmation,[],False
340103,The Monster,[],False
245627,Abattoir,['Amazon Prime Video'],True
375183,A Family Man,['Amazon Prime Video'],True
325346,The Hollars,[],False
391700,We Are Family,[],False
377462,O.J.: Made in America,[],False
411638,The Fury of a Patient Man,[],False
377799,One Man and his Cow,[],False
408439,Hounds of Love,[],False
262982,The Hollow Point,[],False
388045,The Legend of the Chupacabras,[],False
360139,Elis,[],False
422874,Money,[],False
350060,Heartstone,[],False
405882,Don't Kill It,[],False
377447,Railroad Tigers,[],False
409122,Scooby-Doo! and WWE: Curse of the Speed Demon,[],False
373472,Holy Hell,['Amazon Prime Video'],True
339148,Already Tomorrow in Hong Kong,[],False
330770,Evolution,[],False
271706,Big Fish & Begonia,[],False
186759,Get a Job,['Amazon Prime Video'],True
409447,Hairspray Live!,[],False
380111,Flight Crew,['Amazon Prime Video'],True
377985,Fan,['Amazon Prime Video'],True
248705,The Visitors: Bastille Day,[],False
411009,Amanda Knox,['Netflix'],True
397520,Anne of Green Gables,['Amazon Prime Video'],True
400608,Bo Burnham: Make Happy,['Netflix'],True
337844,In Dubious Battle,['Amazon Prime Video'],True
382581,Monster High: Great Scarrier Reef,['Amazon Prime Video'],True
403357,1898: Our Last Men in the Philippines,[],False
385317,Hot Bot,[],False
377154,Being 17,[],False
245703,Midnight Special,[],False
404791,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,['Netflix'],True
402298,Denial,[],False
374853,I've Always Liked You,[],False
418896,The Dreamseller,[],False
406107,Dead Awake,[],False
374173,Kapoor & Sons,"['Netflix', 'Amazon Prime Video']",True
390497,Tunnel,['Amazon Prime Video'],True
376166,From the Land of the Moon,[],False
320413,The Greasy Strangler,['Amazon Prime Video'],True
340481,The Unknown Girl,[],False
380623,Nocturama,[],False
419546,HyperNormalisation,[],False
445605,Slam,['Netflix'],True
340676,Personal Shopper,[],False
369779,La Tour 2 contrôle infernale,[],False
326094,Wiener-Dog,['Amazon Prime Video'],True
264418,You're Killing Me Susana,[],False
363103,Nise: The Heart of Madness,['Amazon Prime Video'],True
407806,13th,['Netflix'],True
389868,Seoul Station,['Amazon Prime Video'],True
372518,Stronger Than The World,[],False
279096,Lazer Team,[],False
257087,The Veil,[],False
350160,Schweinskopf al dente,[],False
340487,Certain Women,[],False
369780,"Josephine, Pregnant & Fabulous",[],False
408620,Asura: The City of Madness,[],False
374473,"I, Daniel Blake",[],False
415214,Operation Mekong,['Amazon Prime Video'],True
337874,Goat,[],False
381262,In Her Name,[],False
426166,My Annoying Brother,[],False
393834,Goldstone,[],False
400387,Riphagen the Untouchable,['Netflix'],True
369033,Rebirth,['Netflix'],True
377275,In Bed with Victoria,[],False
381255,Down by Love,[],False
412203,In Between,[],False
403509,Boy Missing,[],False
385320,Zoombies,['Amazon Prime Video'],True
345918,Come and Find Me,[],False
395925,Rampage: President Down,[],False
394161,The Outsider,[],False
330982,The Childhood of a Leader,[],False
416691,1 Night,[],False
390584,King Cobra,[],False
371463,Sand Storm,[],False
329718,Finding Altamira,['Amazon Prime Video'],True
381075,Teenage Cocktail,[],False
340485,American Honey,[],False
338544,For the Love of Spock,[],False
368006,24,[],False
408435,Sami Blood,[],False
381356,Five,[],False
339547,Jeruzalem,['Amazon Prime Video'],True
380620,Creepy,[],False
382501,Eternity,[],False
412605,The Last Descent,['Amazon Prime Video'],True
396616,The King's Choice,['Amazon Prime Video'],True
380225,Like Crazy,[],False
373473,Little Men,['Amazon Prime Video'],True
339116,Maximum Ride,[],False
378485,We Are the Flesh,[],False
369032,Carnage Park,[],False
366505,The Olive Tree,[],False
400605,Dead Rising: Endgame,[],False
381028,Tower,[],False
416211,The White Helmets,['Netflix'],True
400610,Prey,[],False
381418,Sanam Teri Kasam,[],False
381069,Little Sister,[],False
393765,Priceless,[],False
382475,The Pass,[],False
423093,Seven Years,['Netflix'],True
195590,Collide,[],False
398289,Life on the Line,[],False
274504,The Adderall Diaries,[],False
390989,Sharknado 4: The 4th Awakens,['Amazon Prime Video'],True
374416,Where Am I Going?,[],False
382602,Sadako vs. Kayako,[],False
412094,The Net,[],False
325385,Endless Poetry,[],False
380808,Zero Days,['Amazon Prime Video'],True
375012,Under the Shadow,['Netflix'],True
693467,The Jester,[],False
382511,Penny Pincher!,[],False
375946,Fast Convoy,[],False
374465,Things to Come,[],False
378348,A Violent Prosecutor,[],False
329010,Emelie,['Amazon Prime Video'],True
296360,Love & Friendship,['Amazon Prime Video'],True
400649,Attack of the Killer Donuts,['Amazon Prime Video'],True
417936,Accidentally Engaged,['Amazon Prime Video'],True
347666,We Need to Talk,[],False
419639,The Thinning,[],False
374458,Graduation,[],False
205588,Our Kind of Traitor,[],False
414372,Polina,[],False
375572,Italian Race,[],False
339927,Kevin Hart: What Now?,"['Netflix', 'Amazon Prime Video']",True
377690,The Lion Woman,[],False
399106,Piper,[],False
418726,Something New,[],False
382217,Vanishing Time: A Boy Who Returned,[],False
390669,One Kiss,[],False
396292,Ali Wong: Baby Cobra,['Netflix'],True
388333,M.S. Dhoni: The Untold Story,[],False
408508,Blue Jay,['Netflix'],True
340584,Lavender,['Amazon Prime Video'],True
267852,Black Mountain Side,['Amazon Prime Video'],True
381518,Mindhorn,[],False
427045,A December Bride,[],False
393717,The Crew,[],False
413730,Summertime,[],False
402693,100 Meters,['Netflix'],True
375290,Airlift,[],False
409164,Boys in the Trees,[],False
394684,May God Save Us,[],False
351981,Bear Story,[],False
374464,Planetarium,[],False
430161,The Lighthouse of the Orcas,['Netflix'],True
317930,Compadres,[],False
376424,Beware the Slenderman,[],False
408299,Heaven Will Wait,[],False
340611,Indignation,['Amazon Prime Video'],True
398535,Udta Punjab,[],False
396557,Kids in Love,[],False
382593,Divorce French Style,[],False
401060,Mercy,['Netflix'],True
387054,Jimmy Carr: Funny Business,['Netflix'],True
388347,The Call Up,[],False
492621,The Midnight Man,[],False
384737,Precious Cargo,['Amazon Prime Video'],True
376261,Weiner,[],False
427989,Poor but Rich,[],False
394661,Sacrifice,['Hulu'],True
384664,Goodbye Berlin,[],False
403348,Welcome to Hartmanns,[],False
333675,Band of Robbers,['Amazon Prime Video'],True
399894,Daylight's End,['Amazon Prime Video'],True
383807,Heal the Living,[],False
392818,The Transfiguration,[],False
427008,The Mountain II,['Amazon Prime Video'],True
398891,Bakery in Brooklyn,['Amazon Prime Video'],True
407627,Ice Sharks,[],False
382509,Cezanne and I,[],False
415665,1:54,[],False
405314,My Little Pony: Equestria Girls - Legend of Everfree,[],False
392572,Rustom,[],False
330697,Belgica,[],False
424014,Quel bravo ragazzo,[],False
418333,Crush in Jaipur,[],False
262848,Phantasm: Ravager,['Amazon Prime Video'],True
377276,Struggle for Life,[],False
406449,Hatred,['Amazon Prime Video'],True
362178,Kaili Blues,[],False
406785,Inner Workings,[],False
393764,The African Doctor,[],False
397717,Barry,['Netflix'],True
385922,Forever Young,[],False
393656,Date with Love,[],False
387399,We Go On,[],False
375809,Marseille,[],False
375900,Tout schuss,[],False
323694,Nina Forever,['Amazon Prime Video'],True
394269,Lemonade,[],False
392794,The Dancer,[],False
377273,Aquarius,[],False
381707,Our Lovers,['Netflix'],True
375527,"Half Sister, Full Love",[],False
426203,Love Everlasting,['Amazon Prime Video'],True
381767,Shelley,[],False
375798,Brice 3,[],False
376869,Neerja,[],False
339405,Christine,[],False
322994,Tô Ryca!,[],False
418718,Esteros,['Amazon Prime Video'],True
393562,Raman Raghav 2.0,[],False
417877,Baked in Brooklyn,[],False
394412,Fiore,[],False
383535,They're Watching,[],False
390520,Team Foxcatcher,['Netflix'],True
394260,Sweet Dreams,[],False
403052,Mower Minions,[],False
382518,Last Call for Nowhere,[],False
403368,Havenhurst,['Amazon Prime Video'],True
381351,A Mighty Team,[],False
403964,ClownTown,[],False
392142,Max & Leon,['Amazon Prime Video'],True
389371,An Almost Perfect Country,[],False
419499,What’s the Big Deal,[],False
482114,Scribe,[],False
397981,Beyond the Gates,[],False
375950,The Country Doctor,['Amazon Prime Video'],True
425703,How to Grow Up Despite Your Parents,[],False
373889,The Most Beautiful Day,[],False
377060,The Diary of Anne Frank,[],False
227932,My Mom Is a Character 2,[],False
408272,Catfight,[],False
400547,Hurricane Bianca,['Amazon Prime Video'],True
393732,Mean Dreams,[],False
377151,Fire at Sea,[],False
375872,Heroes Wanted,[],False
392058,"Fear, Inc.",[],False
381353,Rosalie Blum,[],False
397514,The Windmill Massacre,[],False
407389,The Remains,['Amazon Prime Video'],True
384371,Roommates Wanted,[],False
408159,The Young Offenders,[],False
392820,Gimme Danger,['Amazon Prime Video'],True
375868,A Stroke of Luck,[],False
419372,I babysitter,[],False
377278,After Love,[],False
424009,Non si ruba a casa dei ladri,[],False
392140,Ma famille t'adore déjà !,[],False
399612,Realive,[],False
375804,Camping 3,[],False
392817,The Student,[],False
403642,The Neighbor,[],False
383809,Thanks Boss!,[],False
418399,7 Minutes,[],False
395452,In the Forests of Siberia,[],False
376233,"Life, Animated",[],False
385372,Chalk It Up,['Amazon Prime Video'],True
383869,Back to Mom's,[],False
384581,Fanny's Journey,['Amazon Prime Video'],True
384727,The Ideal,[],False
376579,Let's Be Evil,[],False
419772,The No-Job Agency,[],False
275269,Wazir,[],False
323929,Krisha,[],False
409317,It's a Fairy!,[],False
376292,Paradox,[],False
403450,At War for Love,[],False
392832,Two Stepmoms,[],False
419502,Christmas Dinner,[],False
383682,Planet Single,[],False
393407,The Jews,[],False
397517,Be Somebody,[],False
400411,Satanic,[],False
393569,Text for You,[],False
416854,A Bun in the Oven,[],False
400711,Faultless,[],False
391626,The Offering,['Amazon Prime Video'],True
419508,Natale a Londra - Dio salvi la Regina,[],False
393945,150 Milligrams,[],False
408033,Tamara,[],False
419504,There's No Religion Anymore,[],False
384112,Dad in Training,[],False
408540,Feather,[],False
393863,Zeta: Una storia hip-hop,['Amazon Prime Video'],True
384500,Tiramisu,[],False
419507,Escape From Reuma Park,[],False
401123,Beta Test,[],False
392664,Too Neapolitan,[],False
395762,Father Son Therapy,[],False
375897,Encore heureux,[],False
425700,Un Natale al Sud,[],False
379873,L'abbiamo fatta grossa,[],False
402907,Odd Job,[],False
418604,Al posto tuo,[],False
407250,The Exchange Student,[],False
408438,Indivisible,[],False
173897,Resident Evil: The Final Chapter,[],False
354912,Coco,['Hulu'],True
370663,Below Her Mouth,[],False
166426,Pirates of the Caribbean: Dead Men Tell No Tales,[],False
284053,Thor: Ragnarok,[],False
